sex,unknown,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film_noir,horror,musical,mystery,romance,sci_fi,thriller,war,western
0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,294,0,294,0,0
0,0,0,0,0,0,223,223,0,223,0,0,0,0,223,0,0,0,0,0
1,0,262,0,0,0,0,0,0,262,0,0,0,0,0,262,0,0,0,0
0,0,245,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,87,0,0
0,0,0,0,0,0,75,0,0,75,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,174,0
0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,23,0,0,0,0
1,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,51,0,0
1,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,142,0,0
0,0,187,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,187,0
0,0,0,0,0,0,0,284,0,284,0,0,0,0,284,0,0,0,0,0
0,0,283,0,0,0,0,0,0,0,0,0,0,0,283,283,0,283,0,0
1,0,0,0,0,0,0,65,0,65,0,0,0,0,0,0,0,65,0,0
0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0
0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0
0,0,0,0,0,0,0,183,0,183,0,0,0,0,0,0,0,183,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0
0,0,333,0,0,0,0,333,0,0,0,0,0,0,333,0,0,0,0,0
0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,130,0,0
1,0,0,0,0,0,34,0,0,34,0,0,0,0,0,0,0,34,0,0
0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,254,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,201,0,0,0,0,0,0,0,201,0,0,0,0,0
1,0,237,0,0,0,0,0,0,0,0,0,237,0,0,0,237,0,0,0
1,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,232,0,0,232,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,193,0,193,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,199,0,0,199,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,58,0,58,0,0,0,0,0,0,0,58,0,0
0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0
1,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
0,0,0,0,0,0,42,0,0,0,0,0,0,42,0,0,0,0,0,0
1,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0
0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,233,0,0,0,0
1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0
0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,24,0,0
0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,121,0,0
0,0,25,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0
0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,75,0,0
1,0,0,0,0,0,0,0,0,51,0,0,0,0,0,51,0,0,0,0
1,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,233,233,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0
0,0,274,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0
0,0,162,162,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0
0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,127,0,0,0,0
0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,281,281,0,0,281,0,0,0,0,0,0,0,0,281,0,0,0,0
0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0
1,0,52,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,271,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,121,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,149,0,0,0,0,0,0,0,149,149,0,0,0,0
0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,54,54,0,0,0,0,54,0,0,0,0,0,0,0
0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,172,172,0,172,0,0,0,0,0,0,0,0,0,0,172,0,0,0
1,0,319,319,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,68,0,68,0,0
1,0,50,50,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0
1,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,737,737,0,0,0,0,0,0,0,0,0,0,737,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,342,0,0
0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,27,0,0
1,0,0,0,0,0,203,0,0,203,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,58,0,0,0,58,0,0,0,0,58,58,0,0,0
0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,24
1,0,0,0,0,493,0,0,0,493,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,365,0,0,0,365,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0
0,0,0,0,0,32,32,0,0,0,0,0,0,32,0,0,0,0,0,0
1,0,0,0,36,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,62,0,0,0,0
0,0,0,0,97,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,64,0,0,0,64,64,0,0,0,0,0,64,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,101,0,101,101,0,0,0,0,0,0,0,0,0,0,101,101,101,0
0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,414,0,0,0
0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,65,0
0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,62,62,0,0,0,0,0,0,0,62,0,0,0,0,0,0
1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0
1,0,379,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,379
1,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
1,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0
0,0,540,540,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0
0,0,0,0,0,0,98,0,0,0,0,0,0,98,0,98,0,0,0,0
0,0,206,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0
0,0,156,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0
0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,217,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,277,0,277,0,0,0,277,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,0,0,0,0
0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
0,0,0,80,0,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0
0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,0
0,0,263,263,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0
0,0,0,0,35,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,327,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,113,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,202,0,0
0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0
1,0,0,0,0,0,56,0,0,56,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,59,0,0,59,0
1,0,0,0,0,0,0,0,0,0,0,139,0,0,139,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0
0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,189,0,0,0,0
0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,231,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,109,0,0,0,109,0,109,0,0
1,0,0,0,0,0,57,0,0,0,0,0,0,0,0,57,0,57,0,0
0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0
0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,213,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,149,149,0,0,0,0,0,0,0,0,0,0,0,149,0,0,149,0
0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0
0,0,0,225,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,73,73,0,0,0,0,0,0,0,73,0,0,0,0,0,0
1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,37,0
1,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,251,0,251,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,112,0,0
1,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
0,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30
0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0
0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,194,0,0,0,0
1,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0
0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,37,0,0,37,0,0,0,0,0,37,0,0,0,0
0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0
0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,150,0
1,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,0,0
0,0,68,68,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0
1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,218,0,0,0,0
0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0
1,0,0,0,81,81,0,0,0,0,0,0,0,81,0,0,0,0,0,0
0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,135,135,0,0,0,0,0,0,0,135,0,135,0,0,0,0
1,0,0,0,0,0,0,0,0,197,0,0,0,197,0,0,0,0,0,0
0,0,0,0,0,0,0,31,0,31,0,0,0,0,0,31,0,0,0,0
0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,162,0,0,0,0
0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,155,0,0,0,0,155,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,25,0
0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0
0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0
1,0,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
1,0,0,0,0,0,0,0,0,53,0,0,0,53,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,0,0,0,76,0,0,76,0,0,0,0,0,0,0
0,0,0,101,0,101,101,0,0,0,101,0,0,0,0,101,101,0,0,0
1,0,0,0,0,0,0,0,0,357,0,0,357,0,0,0,0,0,0,0
1,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
0,0,0,0,0,0,34,0,0,0,0,0,34,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,0,0
0,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0
0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0
0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,81,0,81,0,0
0,0,0,0,0,0,0,0,0,70,0,0,70,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0
0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,51,51,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0,46,0,0
0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26
1,0,36,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,188,0,0,0
0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,47,0,0,0,0
0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0
0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,62,0,0,0,0
0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0
0,0,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,98,0,0,0,0,98,0,0,0,0,0
0,0,0,0,225,225,0,0,0,0,0,0,0,225,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
1,0,48,0,0,0,0,0,0,0,0,0,48,0,0,0,48,0,0,0
0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,84,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,360,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0
0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0
0,0,0,0,20,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0
1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
1,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0
0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,47,0,0
0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,163,163,0,163,0,0
0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0
0,0,0,0,0,0,0,42,0,0,0,42,0,0,42,0,0,0,0,0
1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0
1,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,43,0,0,0
1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,89,0,0
0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
1,0,0,228,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,141,141,0,0,0,0,0,0,0,141,0,0,0,0,0,0
